,Hindi_key,Hindi_value,Punjabi_key,Punjabi_value
21,,,"Please note that your levels and badges may take upto 48hrs to update. Your contribution does not expire, but will go through validation through Bolo crowdsourcing initiative. Please remain an active contributor to stand a chance to get recognised by the Ministry of Electronics and Information Technology.","ਕਿਰਪਾ ਕਰਕੇ ਯਾਦ ਰੱਖੋ ਕਿ ਤੁਹਾਡੇ ਪੱਧਰਾਂ ਅਤੇ ਬੈਜ ਨੂੰ ਅਪਡੇਟ ਕਰਨ ਲਈ 48 ਘੰਟੇ ਲੱਗ ਸਕਦੇ ਹਨ । ਤੁਹਾਡੇ ਯੋਗਦਾਨ ਦੀ ਮਿਆਦ ਖਤਮ ਨਹੀਂ ਹੋਈ, ਪਰ ਬੋਲੋ ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ ਪਹਿਲਕਦਮੀ ਦੇ ਜ਼ਰੀਏ ਪ੍ਰਮਾਣਿਕਤਾ ਦੁਆਰਾ ਕੀਤੀ ਜਾਵੇਗੀ ।  ਕਿਰਪਾ ਕਰਕੇ ਇਲੈਕਟ੍ਰਾਨਿਕਸ ਅਤੇ ਸੂਚਨਾ ਟੈਕਨਾਲੋਜੀ ਮੰਤਰਾਲੇ ਦੁਆਰਾ ਮਾਨਤਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦਾ ਮੌਕਾ ਖੜਾ ਕਰਨ ਲਈ ਇੱਕ ਸਰਗਰਮ ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲੇ ਬਣੋ। "
25,,,"Earn badges or certificate by contributing to Bolo India.  Validate the audio and text in your desired language.  Share badges in your social circle, build your language community, motivate your friends and family to contribute towards the cause. The strength of Bolo India is in the diversity of the people i.e. YOU.","ਬੋਲੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਬੈਜ ਜਾਂ ਸਰਟੀਫਿਕੇਟ ਕਮਾਓ । ਆਪਣੀ ਲੋੜੀਦੀ ਭਾਸ਼ਾ ਵਿੱਚ ਆਡੀਓ ਅਤੇ ਟੈਕਸਟ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ । ਆਪਣੇ ਸਮਾਜਿਕ ਚੱਕਰ ਵਿੱਚ ਬੈਜਾਂ ਨੂੰ ਸਾਂਝਾ ਕਰੋ, ਆਪਣੀ ਭਾਸ਼ਾ ਕਮਿਊਨੀਟੀ ਦਾ ਨਿਰਮਾਣ ਕਰੋ, ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਇਸਦੇ ਲਈ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ । ਬੋਲੋ ਇੰਡੀਆ ਦੀ ਤਾਕਤ ਲੋਕਾਂ ਦੀ ਵਿਭਿੰਨਤਾ ਵਿੱਚ ਹੈ ਅਰਥਾਤ ਤੁਸੀਂ ।"
28,,,The levels defined by an overall validations on Bolo India. Please see the criteria that defines different levels below:,ਬੋਲੋ ਇੰਡੀਆ 'ਤੇ ਸਮੁੱਚੀ ਪ੍ਰਮਾਣਿਕਤਾ ਦੁਆਰਾ ਦਰਸਾਏ ਗਏ ਪੱਧਰ ।  ਕਿਰਪਾ ਕਰਕੇ ਉਹ ਮਾਪਦੰਡ ਵੇਖੋ ਜੋ ਹੇਠਾਂ ਵੱਖੋ ਵੱਖਰੇ ਪੱਧਰਾਂ ਨੂੰ ਪ੍ਰਭਾਸ਼ਿਤ ਕਰਦੇ ਹਨ:
1,,,hours recorded,ਘੰਟੇ ਦਰਜ ਕੀਤੇ
8,,,10 - 30 years,10 - 30 ਸਾਲ
9,,,30 - 60 years,30 - 60 ਸਾਲ
10,,,60+ years,60+ ਸਾਲ
1,,,Help your language by labelling images,ਚਿੱਤਰਾਂ ਨੂੰ ਲੇਬਲ ਦੇ ਕੇ ਆਪਣੀ ਭਾਸ਼ਾ ਦੀ ਸਹਾਇਤਾ ਕਰੋ
5,,,Label,ਲੇਬਲ
6,,,Type the text as per the image,ਚਿੱਤਰ ਦੇ ਅਨੁਸਾਰ ਟੈਕਸਟ ਟਾਈਪ ਕਰੋ
11,,,"Validate the text, labelled by others, as per the image","ਚਿੱਤਰ ਦੇ ਅਨੁਸਾਰ, ਹੋਰਾਂ ਦੁਆਰਾ ਲੇਬਲ ਕੀਤੇ ਟੈਕਸਟ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ"
15,,,Contributions made to Dekho India,ਦੇਖੋ ਇੰਡੀਆ ਨੂੰ ਯੋਗਦਾਨ ਪਾਇਆ
18,,,y' Images labelled,y 'ਤਸਵੀਰਾਂ ਦਾ ਲੇਬਲ ਲਗਾਇਆ ਗਿਆ
19,,,y' Images validated,y 'ਚਿੱਤਰ ਪ੍ਰਮਾਣਿਤ ਕੀਤੇ ਗਏ
23,,,Images labelled and validated,ਚਿੱਤਰ ਲੇਬਲ ਅਤੇ ਪ੍ਰਮਾਣਿਤ ਕੀਤੇ ਗਏ
24,,,Number of images,ਚਿੱਤਰਾਂ ਦੀ ਗਿਣਤੀ
8,,,X Images labelled,ਐਕਸ ਚਿੱਤਰਾਂ ਦਾ ਲੇਬਲ ਲਗਾਇਆ ਗਿਆ
9,,,X Images validated,ਐਕਸ ਚਿੱਤਰ ਪ੍ਰਮਾਣਿਤ ਕੀਤੇ 
17,,,Images labelled,ਚਿੱਤਰ ਲੇਬਲ ਕੀਤੇ
18,,,Images validated,ਚਿੱਤਰ ਪ੍ਰਮਾਣਿਤ ਕੀਤੇ 
19,,,Labelled,ਲੇਬਲ ਲਗਾਇਆ
2,,,Captured Text,ਕੈਪਚਰ ਕੀਤਾ ਟੈਕਸਟ
13,,,Is the text from the image captured correctly?,ਕੀ ਚਿੱਤਰ ਦਾ ਪਾਠ ਸਹੀ ਤਰ੍ਹਾਂ ਕੈਪਚਰ ਕੀਤਾ ਗਿਆ ਹੈ?
15,,,Click to open expanded view,ਵਿਸਤ੍ਰਿਤ ਦ੍ਰਿਸ਼ ਨੂੰ ਖੋਲ੍ਹਣ ਲਈ ਕਲਿੱਕ ਕਰੋ
0,,,Type the text from the image,ਚਿੱਤਰ ਤੋਂ ਟੈਕਸਟ ਟਾਈਪ ਕਰੋ
1,,,Thank you for contributing to Dekho India!,ਦੇਖੋ ਇੰਡੀਆ ਵਿਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਤੁਹਾਡਾ ਧੰਨਵਾਦ!
19,,,You’ve won a Bronze/Silver/Gold/Platinum Badge for contributing to Dekho India.,ਤੁਸੀਂ ਦੇਖੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਇੱਕ ਕਾਂਸੀ / ਸਿਲਵਰ / ਗੋਲਡ / ਪਲੈਟੀਨਮ ਬੈਜ ਜਿੱਤਿਆ ਹੈ।
20,,,Labelled X Images in [Language],[ਭਾਸ਼ਾ] ਵਿਚ ਲੇਬਲ ਕੀਤੇ ਐਕਸ ਚਿੱਤਰ
1,,,"Earn badges or certificate by contributing to Dekho India. Label an image in language of your choice. Share badges in your social circle, build your language community, motivate your friends and family to contribute towards the cause. The strength of Dekho India is in the diversity of the people i.e. YOU.","ਦੇਖੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਬੈਜ ਜਾਂ ਸਰਟੀਫਿਕੇਟ ਕਮਾਓ। ਆਪਣੀ ਪਸੰਦ ਦੀ ਭਾਸ਼ਾ ਵਿੱਚ ਇੱਕ ਚਿੱਤਰ ਲੇਬਲ ਕਰੋ।ਆਪਣੇ ਸਮਾਜਿਕ ਚੱਕਰ ਵਿੱਚ ਬੈਜਾਂ ਨੂੰ ਸਾਂਝਾ ਕਰੋ, ਆਪਣੀ ਭਾਸ਼ਾ ਕਮਿਉਨਿਟੀ ਦਾ ਨਿਰਮਾਣ ਕਰੋ, ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਇਸਦੇ ਲਈ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ। ਦੇਖੋ ਇੰਡੀਆ ਦੀ ਤਾਕਤ ਲੋਕਾਂ ਦੀ ਵੰਨ-ਸੁਵੰਨਤਾ ਵਿੱਚ ਹੈ ਅਰਥਾਤ ਤੁਸੀਂ।"
4,,,The levels defined by an overall contributions on Dekho India. Please see the criteria that defines different levels below,ਦੇਖੋ ਇੰਡੀਆ ਦੇ ਸਮੁੱਚੇ ਯੋਗਦਾਨ ਦੁਆਰਾ ਨਿਰਧਾਰਤ ਪੱਧਰ। ਕਿਰਪਾ ਕਰਕੇ ਉਹ ਮਾਪਦੰਡ ਵੇਖੋ ਜੋ ਹੇਠਾਂ ਵੱਖੋ ਵੱਖਰੇ ਪੱਧਰਾਂ ਨੂੰ ਪਰਿਭਾਸ਼ਤ ਕਰਦਾ ਹੈ
6,,,Contributions (Labelling),ਯੋਗਦਾਨ (ਲੇਬਲਿੰਗ)
9,,,Labelling : 5 images,ਲੇਬਲਿੰਗ: 5 ਚਿੱਤਰ
12,,,Labelling : 50 images,ਲੇਬਲਿੰਗ: 50 ਚਿੱਤਰ
15,,,Labelling : 100 images,ਲੇਬਲਿੰਗ: 100 ਚਿੱਤਰ
18,,,Labelling : 200 images,ਲੇਬਲਿੰਗ: 200 ਚਿੱਤਰ
25,,,"Earn badges or certificate by contributing to Dekho India.  Validate the images and labels in your desired language.  Share badges in your social circle, build your language community, motivate your friends and family to contribute towards the cause. The strength of Dekho India is in the diversity of the people i.e. YOU.","ਦੇਖੋ ਇੰਡੀਆ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾ ਕੇ ਬੈਜ ਜਾਂ ਸਰਟੀਫਿਕੇਟ ਕਮਾਓ ਆਪਣੀ ਲੋੜੀਦੀ ਭਾਸ਼ਾ ਵਿੱਚ ਚਿੱਤਰਾਂ ਅਤੇ ਲੇਬਲ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ। ਆਪਣੇ ਸਮਾਜਿਕ ਚੱਕਰ ਵਿੱਚ ਬੈਜਾਂ ਨੂੰ ਸਾਂਝਾ ਕਰੋ, ਆਪਣੀ ਭਾਸ਼ਾ ਕਮਿਊਨੀਟੀ ਦਾ ਨਿਰਮਾਣ ਕਰੋ, ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਇਸਦੇ ਲਈ ਯੋਗਦਾਨ ਪਾਉਣ ਲਈ ਪ੍ਰੇਰਿਤ ਕਰੋ। ਦੇਖੋ ਇੰਡੀਆ ਦੀ ਤਾਕਤ ਲੋਕਾਂ ਦੀ ਵੰਨ-ਸੁਵੰਨਤਾ ਵਿੱਚ ਹੈ ਅਰਥਾਤ ਤੁਸੀਂ।"
28,,,The levels defined by an overall validations on Dekho India. Please see the criteria that defines different levels below:,ਦੇਖੋ ਇੰਡੀਆ 'ਤੇ ਸਮੁੱਚੀ ਪ੍ਰਮਾਣਿਕਤਾ ਦੁਆਰਾ ਦਰਸਾਏ ਗਏ ਪੱਧਰ ਕਿਰਪਾ ਕਰਕੇ ਉਹ ਮਾਪਦੰਡ ਵੇਖੋ ਜੋ ਹੇਠਾਂ ਵੱਖੋ ਵੱਖਰੇ ਪੱਧਰਾਂ ਨੂੰ ਪ੍ਰਭਾਸ਼ਿਤ ਕਰਦੇ ਹਨ:
33,,,Validating : 5 images,ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 5 ਚਿੱਤਰ
36,,,Validating  : 50 images,ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 50 ਚਿੱਤਰ
39,,,Validating : 100 images,ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 100 ਚਿੱਤਰ
42,,,Validating : 200 images,ਪ੍ਰਮਾਣਿਤ ਕਰ ਰਿਹਾ ਹੈ: 200 ਚਿੱਤਰ
1,,,(Same as About Us tab),(ਸਾਡੇ ਬਾਰੇ ਟੈਬ ਵਾਂਗ ਹੀ)
4,,,"One Platform, 4 Crowdsourcing Initiatives","ਇੱਕ ਪਲੇਟਫਾਰਮ, 4 ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ ਪਹਿਲ"
5,,,"Help create open repository of Speech Recognition data, Parallel translations and Labelled Images","ਸਪੀਚ ਰੀਕੋਗਨੀਸ਼ਨ ਡੇਟਾ, ਪੈਰਲਲ ਟਰਾਂਸਲੇਸ਼ਨ ਅਤੇ ਲੇਬਲਡ ਚਿੱਤਰਾਂ ਦਾ ਖੁੱਲਾ ਭੰਡਾਰ ਬਣਾਉਣ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ"
7,,,<same as suno india>,<ਸੁਨੋ ਇੰਡੀਆ ਵਾਂਗ ਹੀ>
8,,,Contribute by typing what you hear on audio,ਜੋ ਤੁਸੀਂ ਆਡੀਓ ਤੇ ਸੁਣਦੇ ਹੋ ਉਸਨੂੰ ਲਿਖ ਕੇ ਯੋਗਦਾਨ ਦਿਓ
9,,,Validate the texts transcribed by others,ਦੂਜਿਆਂ ਦੁਆਰਾ ਲਿਖੀਆਂ ਲਿਖਤਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
15,,,<same as bolo india>,<ਬੋਲੋ ਇੰਡੀਆ ਵਾਂਗ ਹੀ>
16,,,Contribute by recording your voice on the prompted text,ਪੁੱਛੇ ਪਾਠ ਤੇ ਆਪਣੀ ਅਵਾਜ਼ ਨੂੰ ਰਿਕਾਰਡ ਕਰਕੇ ਯੋਗਦਾਨ ਦਿਓ
17,,,Validate the audio recorded by others,ਹੋਰਾਂ ਦੁਆਰਾ ਰਿਕਾਰਡ ਕੀਤੀ ਆਡੀਓ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
20,,,100 hours each,100 ਘੰਟੇ ਹਰ
23,,,<same as Likho india>,<ਲਿਖੋ ਇੰਡੀਆ ਵਾਂਗ ਹੀ>
24,,,Contribute by translating the prompted text in your language,ਆਪਣੀ ਭਾਸ਼ਾ ਵਿੱਚ ਪੁੱਛੇ ਪਾਠ ਦਾ ਅਨੁਵਾਦ ਕਰਕੇ ਯੋਗਦਾਨ ਦਿਓ
25,,,Validate the translations contributed by others,ਦੂਜਿਆਂ ਦੁਆਰਾ ਦਿੱਤੇ ਗਏ ਅਨੁਵਾਦਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
28,,,10000 translations each,ਹਰ 10000 ਅਨੁਵਾਦ
31,,,<same as Dekho india>,<ਉਸੇ ਤਰ੍ਹਾਂ ਦੇਖੋ ਇੰਡੀਆ>
32,,,Contribute by labelling the image,ਚਿੱਤਰ ਨੂੰ ਲੇਬਲ ਦੇ ਕੇ ਯੋਗਦਾਨ ਦਿਓ
33,,,Validate the images labelled by others,ਦੂਜੇ ਦੁਆਰਾ ਲੇਬਲ ਕੀਤੇ ਚਿੱਤਰਾਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰੋ
35,,,12 languages,12 ਭਾਸ਼ਾਵਾਂ
36,,,10000 images each,ਹਰ 10000 ਚਿੱਤਰ
38,,,Start Participating,ਹਿੱਸਾ ਲੈਣਾ ਸ਼ੁਰੂ ਕਰੋ
40,,,[Bhaashini] for everyone,[ਭਾਸ਼ਿਨੀ] ਹਰੇਕ ਲਈ
41,,,"Like every Indian, be part of this initiative and make a difference in creating open data repositories for the Digital India","ਹਰ ਭਾਰਤੀ ਦੀ ਤਰ੍ਹਾਂ, ਇਸ ਪਹਿਲ ਦਾ ਹਿੱਸਾ ਬਣੋ ਅਤੇ ਡਿਜੀਟਲ ਇੰਡੀਆ ਲਈ ਖੁੱਲੇ ਡਾਟਾ ਰਿਪੋਜ਼ਟਰੀਆਂ ਬਣਾਉਣ ਵਿਚ ਫਰਕ ਲਿਆਓ"
43,,,"Engage with Bhaashini and earn badges, for helping your languages win their pride back","ਭਾਸ਼ਿਨੀ ਨਾਲ ਜੁੜੇ ਰਹੋ ਅਤੇ ਬੈਜ ਕਮਾਓ, ਤਾਂ ਜੋ ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਨੂੰ ਉਨ੍ਹਾਂ ਦਾ ਮਾਣ ਵਾਪਸ ਪ੍ਰਾਪਤ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਮਿਲੇ"
46,,,Win a Bronze Badge,ਪਿੱਤਲ ਦਾ ਬੈਜ ਜਿੱਤੋ
47,,,Contribute just 5 sentences in your language,ਆਪਣੀ ਭਾਸ਼ਾ ਵਿਚ ਸਿਰਫ਼ 5 ਵਾਕਾਂ ਦਾ ਯੋਗਦਾਨ ਦਿਓ
0,,,[Bhaashini] : A crowdsourcing initiative for Indian languages,[ਭਾਸ਼ੀਨੀ]: ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਲਈ ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ ਕਰਨ ਵਾਲੀ ਪਹਿਲ
1,,,"[Bhaashini] aims to create open datasets to develop Speech Recognition, Text-to-Speech, Machine Translation and Optical Character Recognition for Indian languages. This initiative will empower our technologists, language enthusiasts and language communities to build world class digital applications in our own local languages. ","[ਭਾਸ਼ੀਨੀ] ਦਾ ਉਦੇਸ਼ ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਲਈ ਸਪੀਚ ਰੀਕੋਗਨੀਸ਼ਨ, ਟੈਕਸਟ-ਟੂ-ਸਪੀਚ, ਮਸ਼ੀਨ ਟ੍ਰਾਂਸਲੇਸ਼ਨ ਅਤੇ ਆਪਟੀਕਲ ਕਰੈਕਟਰ ਰੀਕੋਗਨੀਸ਼ਨ ਵਿਕਸਤ ਕਰਨ ਲਈ ਓਪਨ ਡੇਟਾਸੇਟ ਤਿਆਰ ਕਰਨਾ ਹੈ। ਇਹ ਪਹਿਲ ਸਾਡੇ ਟੈਕਨੋਲੋਜਿਸਟ, ਭਾਸ਼ਾ ਪ੍ਰੇਮੀ ਅਤੇ ਭਾਸ਼ਾ ਭਾਈਚਾਰਿਆਂ ਨੂੰ ਸਾਡੀਆਂ ਸਥਾਨਕ ਭਾਸ਼ਾਵਾਂ ਵਿਚ ਵਿਸ਼ਵ ਪੱਧਰੀ ਡਿਜੀਟਲ ਐਪਲੀਕੇਸ਼ਨਾਂ ਬਣਾਉਣ ਲਈ ਤਾਕਤ ਦੇਵੇਗੀ।"
2,,,Help Indian languages become atma-nirbhar through these datasets,ਇਨ੍ਹਾਂ ਡੇਟਾਸੇਟਾਂ ਰਾਹੀਂ ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਨੂੰ ਆਤਮਾ-ਨਿਰਭਰ ਬਣਨ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ
3,,,"This is an effort by MeitY, Government of India, under the National Language Translation Mission (NLTM). This effort is supported by EkStep Foundation on a pro-bono basis and leverages its open source work under https://sunbird.org/projects/vakyansh along with various other open source frameworks.","ਇਹ ਰਾਸ਼ਟਰੀ ਭਾਸ਼ਾ ਅਨੁਵਾਦ ਮਿਸ਼ਨ (ਐਨ ਐਲ ਟੀ ਐਮ) ਦੇ ਤਹਿਤ ਮਾਈਟੀ, ਭਾਰਤ ਸਰਕਾਰ ਦੁਆਰਾ ਇੱਕ ਕੋਸ਼ਿਸ਼ ਹੈI ਇਸ ਕੋਸ਼ਿਸ਼ ਨੂੰ ਇਕ-ਸਟੈਪ ਫਾਊਂਡੇਸ਼ਨ ਦੁਆਰਾ ਇੱਕ ਪ੍ਰੋ-ਬੋਨੋ ਅਧਾਰ ਤੇ ਸਮਰਥਤ ਕੀਤਾ ਗਿਆ ਹੈ ਅਤੇ ਇਸ ਦੇ ਓਪਨ ਸੋਰਸ ਕਾਰਜ ਨੂੰ https://sunbird.org/projects /vakyansh ਦੇ ਨਾਲ ਵੱਖ-ਵੱਖ ਹੋਰ ਓਪਨ ਸੋਰਸ ਫਰੇਮਵਰਕ ਦੇ ਨਾਲ ਲਾਭ ਦਿੰਦਾ ਹੈI"
4,,,"India is a land of many languages, our digital strategy must reflect it.","ਭਾਰਤ ਬਹੁਤ ਸਾਰੀਆਂ ਭਾਸ਼ਾਵਾਂ ਦੀ ਧਰਤੀ ਹੈ, ਸਾਡੀ ਡਿਜੀਟਲ ਰਣਨੀਤੀ ਇਸ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈI"
5,,,90% of India's population uses regional languages to conduct their day-to-day activities.,ਭਾਰਤ ਦੀ 90% ਆਬਾਦੀ ਖੇਤਰੀ ਭਾਸ਼ਾਵਾਂ ਨੂੰ ਆਪਣੀ ਰੋਜ਼ਮਰ੍ਹਾ ਦੀਆਂ ਗਤੀਵਿਧੀਆਂ ਲਈ ਵਰਤਦੀ ਹੈI
6,,,"As more and more people use digital platforms for financial, educational and social activities, digital platforms must work seamlessly in all Indian Languages.","ਜਿਵੇਂ ਕਿ ਜ਼ਿਆਦਾ ਤੋਂ ਜ਼ਿਆਦਾ ਲੋਕ ਵਿੱਤੀ, ਵਿਦਿਅਕ ਅਤੇ ਸਮਾਜਕ ਗਤੀਵਿਧੀਆਂ ਲਈ ਡਿਜੀਟਲ ਪਲੇਟਫਾਰਮ ਦੀ ਵਰਤੋਂ ਕਰਦੇ ਹਨ, ਡਿਜੀਟਲ ਪਲੇਟਫਾਰਮ ਨੂੰ ਸਾਰੀਆਂ ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਵਿੱਚ ਨਿਰਵਿਘਨ ਕੰਮ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ I"
8,,,Help your own language,ਆਪਣੀ ਭਾਸ਼ਾ ਦੀ ਮਦਦ ਕਰੋ
9,,,"We need to build speech recognition, text-to-speech, machine translation and OCR technologies that are tuned for your language.","ਸਾਨੂੰ ਬੋਲੀ ਦੀ ਪਛਾਣ, ਟੈਕਸਟ-ਟੂ-ਸਪੀਚ, ਮਸ਼ੀਨ ਅਨੁਵਾਦ ਅਤੇ  ਓ ਸੀ ਆਰ ਤਕਨਾਲੋਜੀ ਬਣਾਉਣ ਦੀ ਜ਼ਰੂਰਤ ਹੈ ਜੋ ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਲਈ ਤਿਆਰ ਹਨ I"
10,,,"These technologies will transform your language to become ""digital first"" in various sectors such as: education, healthcare and media.","ਇਹ ਤਕਨਾਲੋਜੀ ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਨੂੰ ਵੱਖ-ਵੱਖ ਸੈਕਟਰਾਂ ਜਿਵੇਂ ਕਿ ਸਿੱਖਿਆ, ਸਿਹਤ ਸੰਭਾਲ ਅਤੇ ਮੀਡੀਆ ਵਿਚ ""ਡਿਜੀਟਲ ਪਹਿਲ"" ਬਣਨ ਲਈ ਬਦਲ ਦੇਵੇਗਾ I"
11,,,"The tools, utilities and models proposed to be developed in your language will rely on open source contributions through the Bhaashini crowd sourcing platform","ਤੁਹਾਡੀ ਭਾਸ਼ਾ ਵਿੱਚ ਵਿਕਸਿਤ ਕੀਤੇ ਗਏ ਸਾਧਨ, ਸਹੂਲਤਾਂ ਅਤੇ ਨਮੂਨੇ ਭਾਸ਼ੀਨੀ ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ ਪਲੇਟਫਾਰਮ ਦੁਆਰਾ ਖੁੱਲੇ ਸਰੋਤ ਯੋਗਦਾਨਾਂ 'ਤੇ ਨਿਰਭਰ ਕਰਨਗੇ"
13,,,Crowd Sourcing & your contribution,ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ  ਅਤੇ ਤੁਹਾਡਾ ਯੋਗਦਾਨ
14,,,The above mentioned technologies rely on AI technology that requires large datasets in their respective fields. ,"ਉਪਰੋਕਤ ਜ਼ਿਕਰ ਕੀਤੀਆਂ ਤਕਨਾਲੋਜੀਆਂ ਏ ਆਈ ਤਕਨਾਲੋਜੀ ਤੇ ਨਿਰਭਰ ਕਰਦੀਆਂ ਹਨ, ਜਿਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਖੇਤਰਾਂ ਵਿੱਚ ਵੱਡੇ ਡੇਟਾਸੇਟ ਦੀ ਲੋੜ ਹੁੰਦੀ ਹੈ I"
15,,,[Bhaashini] currently has four crowdsoucing initiatives to create these datasets -,[ਭਾਸ਼ੀਨੀ] ਕੋਲ ਫਿਲਹਾਲ ਇਹ ਡੇਟਾਸੇਟ ਬਣਾਉਣ ਲਈ ਚਾਰ ਕ੍ਰਾਊਡਸੋਰਸਿੰਗ ਪਹਿਲਕਦਮੀਆਂ ਹਨ -
16,,,"1. Bolo India creates a repository of diverse voices speaking Indian languages, where volunteer reads the corresponding text. ","1. ਬੋਲੋ ਇੰਡੀਆ ਭਾਰਤੀ ਭਾਸ਼ਾਵਾਂ ਬੋਲਣ ਵਾਲੀਆਂ ਵੱਖ ਵੱਖ ਆਵਾਜ਼ਾਂ ਦਾ ਭੰਡਾਰ ਤਿਆਰ ਕਰਦਾ ਹੈ, ਜਿਥੇ ਵਲੰਟੀਅਰ ਸੰਬੰਧਿਤ ਪਾਠ ਪੜ੍ਹਦਾ ਹੈ I"
17,,,2. Suno India creates an open dataset through transcription of audio files.,2. ਸੁਨੋ ਇੰਡੀਆ ਆਡੀਓ ਫਾਈਲਾਂ ਦੇ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ ਦੁਆਰਾ ਇੱਕ ਓਪਨ ਡੇਟਾਸੇਟ ਤਿਆਰ ਕਰਦਾ ਹੈ I
18,,,3. Likho India creates open parallel translation datasets between corresponding sentences in two languages.,3. ਲਿਖੋ ਇੰਡੀਆ ਦੋ ਭਾਸ਼ਾਵਾਂ ਵਿੱਚ ਅਨੁਸਾਰੀ ਵਾਕਾਂ ਵਿਚਕਾਰ ਖੁਲ੍ਹੇ ਪੈਰਲਲ ਅਨੁਵਾਦ ਡੇਟਾਸੇਟ ਤਿਆਰ ਕਰਦਾ ਹੈ I
19,,,4. Dekho India creates an open data repository of images and the corresponding text.,4.ਦੇਖੋ ਇੰਡੀਆ ਚਿੱਤਰਾਂ ਅਤੇ ਇਸਦੇ ਨਾਲ ਸੰਬੰਧਿਤ ਟੈਕਸਟ ਦਾ ਖੁੱਲਾ ਡੇਟਾ ਰਿਪੋਜ਼ਟਰੀ ਬਣਾਉਂਦਾ ਹੈI
20,,,This is where you come in,ਇਹ ਉਹ ਥਾਂ ਹੈ ਜਿੱਥੇ ਤੁਸੀਂ ਅੰਦਰ ਆਉਂਦੇ ਹੋ
